,macrostate,P_up,P_down,term_1,term_2,term_3
257,257,0.0081184088,0.0062762745,-2.094014639276747e-17,3.5487614138322067e-38,6.175119209366447e-58
258,258,0.0086499773,0.0066733743,-2.0889400288193654e-17,3.700132328050971e-38,6.875534545647159e-58
259,259,0.0079821259,0.0062228935,-2.1037675129205764e-17,2.873093613535778e-38,8.527545546489721e-59
260,260,0.0081149084,0.0059431673,-2.1157163855788716e-17,5.037136595109881e-38,3.3162525704955123e-57
261,261,0.0089501785,0.0051487912,-2.1143653615755563e-17,3.997698000398921e-38,-1.4401378484342583e-57
262,262,0.0077489338,0.0064287876,-2.1308270212839882e-17,3.3082868154394536e-38,8.39937267619344e-61
263,263,0.0081983115,0.0056211354,-2.1417295435407344e-17,3.9628815396777903e-38,-1.0333506224339736e-57
264,264,0.0085399664,0.0057680654,-2.145070647093628e-17,3.456583294383752e-38,6.210443481308704e-58
265,265,0.0085197904,0.005527809,-2.1449780628782685e-17,2.7415859851635604e-38,-3.4515521782954234e-58
266,266,0.0083254976,0.0049873373,-2.166274178439304e-17,2.99221891163018e-38,2.8195705209430713e-58
267,267,0.0080177662,0.0056863781,-2.1740896149919533e-17,3.8489613585625203e-38,-9.416248932730331e-58
268,268,0.0085729011,0.0059791274,-2.166017677374944e-17,3.519899131806621e-38,1.43265033126016e-57
269,269,0.0083560663,0.005619116,-2.1684359496934485e-17,3.913180161574884e-38,-2.430214182122356e-57
270,270,0.0082396495,0.0057702515,-2.183243112477136e-17,4.26601293767546e-38,-1.632637671123241e-57
271,271,0.0089573393,0.0057361352,-2.1807274622669027e-17,3.1670844697637533e-38,7.749022609631227e-58
272,272,0.0081720405,0.0057237994,-2.2037821303746727e-17,4.115021193678504e-38,-1.003205736339494e-57
273,273,0.008265352,0.005482189,-2.2101245732074083e-17,3.473553644256432e-38,-2.5262612628149018e-58
274,274,0.0086113235,0.0058813314,-2.2069413908990298e-17,3.143514009076202e-38,1.3471259160604074e-57
275,275,0.008007466,0.0056126935,-2.2316747714562353e-17,4.831288821805687e-38,-1.5256159583992126e-57
276,276,0.008079052,0.0057943293,-2.2267357683557884e-17,3.1718158041655597e-38,-5.141790236114759e-58
277,277,0.0083543719,0.0055685036,-2.2419819017303827e-17,3.71543080652434e-38,-3.051992408719356e-58
278,278,0.0084768886,0.0048805953,-2.248739638505592e-17,3.4589603774032036e-38,-7.125495755076983e-58
279,279,0.0072361439,0.0051803225,-2.2764655702208866e-17,3.1258560297737423e-38,-1.474311823043358e-58
280,280,0.0080253603,0.0058522925,-2.262849168706191e-17,3.695741014034573e-38,-2.626119988845947e-57
281,281,0.0082939333,0.005312227,-2.2632129117111348e-17,3.6615854596547884e-38,2.6096445717520244e-58
282,282,0.0082579773,0.0058235845,-2.2646681236249306e-17,4.190599231852464e-38,1.6919347602326968e-59
283,283,0.0084944399,0.0058158134,-2.270702187740539e-17,4.1630136813592544e-38,1.5297036741233047e-57
284,284,0.0082449569,0.0053651309,-2.2895845574225478e-17,3.5773335957979155e-38,-2.070660693670432e-60
285,285,0.0077359324,0.0061819858,-2.3018288591898487e-17,3.2818139826442344e-38,-1.2091750660420923e-57
286,286,0.0082929384,0.0057325082,-2.293410467041338e-17,3.5047562019102726e-38,-9.28924659315666e-58
287,287,0.0079634829,0.0056196319,-2.31367320197923e-17,3.170282694234125e-38,-9.73555095192286e-58
288,288,0.0076110188,0.0052055661,-2.3297501510899906e-17,2.603046504063645e-38,-3.002170990277723e-58
289,289,0.0072903406,0.0052330349,-2.3374994663248082e-17,3.657494690443665e-38,-3.1577604677413693e-58
290,290,0.0080266244,0.0048964993,-2.3364381905529138e-17,3.98792533511571e-38,1.6062095296917833e-57
291,291,0.0081039391,0.0059042122,-2.338448659802509e-17,5.20000230466167e-38,4.22544711607032e-58
292,292,0.0075317307,0.004775011,-2.3563069193329084e-17,5.719420424840022e-38,3.4632919906402203e-57
293,293,0.0083416997,0.0054863449,-2.3548857230359588e-17,5.601999276068058e-38,2.792167382000512e-57
294,294,0.00818888,0.0051559187,-2.3618516178480996e-17,3.029158921537453e-38,1.1563521977702868e-58
295,295,0.0079600503,0.0048788549,-2.3956150023544172e-17,6.69871748767215e-38,-6.137907058151805e-57
296,296,0.0076038428,0.0052289413,-2.386647104894447e-17,5.849993437769389e-38,4.843360435424626e-57
297,297,0.0081263457,0.0054193577,-2.3761682002804756e-17,3.3251011963626793e-38,-7.27894201495742e-58
298,298,0.0077144388,0.0055157474,-2.38636708880761e-17,3.2831905907752895e-38,2.46932534757177e-58
299,299,0.0076230344,0.0055391003,-2.4152515936507223e-17,4.990217881534075e-38,6.1439609086438746e-58
300,300,0.0075846388,0.0049686475,-2.409542845048476e-17,5.187820562168029e-38,8.278547625637799e-58
301,301,0.0080112255,0.0052839686,-2.4151823462126373e-17,6.551718756598298e-38,3.454731030871215e-57
302,302,0.0076744617,0.005159768,-2.4207827604979002e-17,3.8586191516771265e-38,9.587617900066059e-58
303,303,0.0074421374,0.0051727582,-2.4393176691963946e-17,4.6154258418461437e-38,8.852187052896104e-58
304,304,0.007642645,0.0053649985,-2.442321623531061e-17,2.8071537298908305e-38,7.579042980408411e-59
305,305,0.0076054588,0.0047969813,-2.4444040683383832e-17,3.826051741823296e-38,6.476876295353536e-59
306,306,0.0077140545,0.0056541261,-2.4576257199224657e-17,3.464201324294299e-38,-1.4738746831628644e-58
307,307,0.00808928,0.0056443805,-2.458000660149724e-17,5.493788636401021e-38,-5.0409132405464326e-57
308,308,0.0071681462,0.0056031886,-2.4834476805442038e-17,3.485002656387242e-38,4.292791455638433e-58
309,309,0.0073134417,0.0052435849,-2.4877144833805773e-17,3.496715636200431e-38,2.4296277343542764e-58
310,310,0.0073948975,0.0049677505,-2.493036775798697e-17,5.22624111383094e-38,-4.249065033816403e-57
311,311,0.0077055419,0.0058894894,-2.4891322000306175e-17,4.73186192641207e-38,1.9903372903286524e-57
312,312,0.0069825709,0.005760114,-2.519002146084655e-17,3.594223114286639e-38,2.7998136488408595e-58
313,313,0.006370273,0.0053018727,-2.5481063804722772e-17,3.2705291810547403e-38,-8.041724716578904e-59
314,314,0.0071712659,0.0051536709,-2.516457440707853e-17,6.528804371655384e-38,5.449593963536656e-57
315,315,0.0081122706,0.0052590709,-2.5127511957885864e-17,3.5692422442999476e-38,1.1636819396604583e-57
316,316,0.0075415684,0.0054822277,-2.5236159639981145e-17,4.1392426309631376e-38,-3.687746045863073e-58
317,317,0.0072235837,0.0054401363,-2.5574154346647063e-17,5.166532386744346e-38,4.8799872938058835e-58
318,318,0.006749567,0.0047577817,-2.5723617491136255e-17,4.577067567131938e-38,-5.817026236662452e-58
319,319,0.0073230439,0.0045992299,-2.5558623503516578e-17,3.287229697522909e-38,4.3907226113967816e-58
320,320,0.0064898926,0.0052017312,-2.594673677695233e-17,3.224713113429741e-38,-6.248330321070335e-58
321,321,0.0072730451,0.0056637761,-2.5642315240672133e-17,4.818569982017763e-38,6.356344113497774e-58
322,322,0.0070422996,0.0046797761,-2.5808763547973204e-17,5.457007639427133e-38,-2.0565118043336582e-57
323,323,0.0072854447,0.0049375552,-2.5775673088044103e-17,5.56930344252129e-38,-1.318997826405823e-57
324,324,0.0064754849,0.0041326027,-2.62897982464572e-17,3.9089625010502215e-38,2.0704171705140075e-58
325,325,0.0073576045,0.0049656043,-2.5994471878941276e-17,3.5707973190374283e-38,-1.2092917328764676e-57
326,326,0.0072409654,0.0050237383,-2.6101710359769142e-17,4.2068092732885215e-38,-3.851431878320685e-58
327,327,0.0070035125,0.0049397754,-2.6241026207877924e-17,5.367414198061488e-38,3.0861545977410615e-57
328,328,0.0073883059,0.0056730169,-2.6048694574390307e-17,7.254109149459744e-38,-2.0656015430385018e-57
329,329,0.0073334187,0.0048556211,-2.6371246672109494e-17,4.892688145655491e-38,4.1654049960308804e-58
330,330,0.0062648278,0.0043720849,-2.6680327666476278e-17,4.954984141952679e-38,-2.1937766116815034e-58
331,331,0.0069589545,0.0048651503,-2.6467103007692398e-17,3.851153988478661e-38,5.919462450551811e-58
332,332,0.007201677,0.0044718878,-2.6613112498306143e-17,5.154730349666919e-38,1.1272650358972205e-57
333,333,0.0072508431,0.0049856628,-2.6567956725178493e-17,4.2781581403280666e-38,-9.886107111461815e-58
334,334,0.0065798349,0.004280688,-2.671152346647995e-17,3.99380353949507e-38,3.313396236797923e-58
335,335,0.0073464393,0.0042829956,-2.6730130955391874e-17,6.066798184395382e-38,-2.2005896763273227e-57
336,336,0.0067666221,0.0047541971,-2.697517045157912e-17,4.5357352211259357e-38,4.507031849130386e-58
337,337,0.0069262059,0.0048887796,-2.6886609643143872e-17,3.609316135814336e-38,3.725303624868939e-58
338,338,0.0065208442,0.0052500674,-2.710132741042337e-17,3.436459851952164e-38,-6.415982875194614e-58
339,339,0.0072048071,0.005075448,-2.6958639127290437e-17,4.578799067663899e-38,5.301227427870876e-59
340,340,0.0070091058,0.0042910636,-2.7144755174294034e-17,9.050245095717773e-38,-3.0289448164561304e-57
341,341,0.006774837,0.0047430403,-2.7368495082433023e-17,4.593479921452872e-38,9.388445827836107e-58
342,342,0.0066015466,0.0044411954,-2.7434819653049188e-17,4.208064167007525e-38,5.807837244578645e-58
343,343,0.0066279196,0.0046564535,-2.7399692291686954e-17,3.2717271150445355e-38,-1.2531430168871253e-58
344,344,0.0068424714,0.0047268601,-2.7564472306512656e-17,5.211115491929228e-38,2.9327928995825487e-57
345,345,0.0071979294,0.0043884291,-2.7509312073020897e-17,5.092930643568095e-38,7.737510625635381e-60
346,346,0.0066179002,0.0047216429,-2.769675521686809e-17,6.609423227120835e-38,1.5607571325379473e-57
347,347,0.0069968933,0.0045313379,-2.762192357031611e-17,4.503447409573306e-38,-9.58442153459886e-58
348,348,0.006961289,0.0040654391,-2.78272936934014e-17,4.204463602789472e-38,4.3668453487202395e-59
349,349,0.0065807622,0.0045536894,-2.790987166778842e-17,5.392297741446644e-38,-8.422778633519724e-58
350,350,0.0067104548,0.0048177221,-2.7831304653206435e-17,5.113768094180273e-38,1.3346041057062985e-57
351,351,0.0061507808,0.0041604688,-2.825626744633318e-17,4.137882268024283e-38,-2.0527706200302772e-58
352,352,0.0072467643,0.0048937693,-2.793125444356481e-17,5.309821491200947e-38,-1.1236408516352684e-57
353,353,0.0063577968,0.0042590869,-2.8312027304947845e-17,3.769952031023631e-38,-2.4305823637689286e-58
354,354,0.0069245995,0.0044981338,-2.820932020838928e-17,4.584746774514146e-38,-1.633563348556471e-57
355,355,0.0063652932,0.0047891384,-2.83394878917521e-17,5.89594079127194e-38,1.7394561412245418e-57
356,356,0.0072219941,0.0040222147,-2.838194131063078e-17,3.5449438086581957e-38,-1.1528386546339147e-57
357,357,0.0067454796,0.0041213446,-2.841754054777849e-17,3.7077935615053165e-38,9.31347231309986e-58
358,358,0.007022755,0.0048256035,-2.8525172931954284e-17,4.5473553525655523e-38,-2.0479563253468795e-57
359,359,0.0072412352,0.004916737,-2.8556539228643144e-17,3.9649908510420457e-38,-1.734376622683987e-57
360,360,0.0066552013,0.0045908405,-2.860704446412271e-17,5.522073729858388e-38,1.1238280117184368e-58
361,361,0.0067040051,0.0040658502,-2.876420169288558e-17,4.029520287028334e-38,-1.8222116937142653e-57
362,362,0.0066326639,0.0042225018,-2.882183809012295e-17,6.768441441068535e-38,-8.040759856014231e-57
363,363,0.0066303423,0.00459376,-2.896876686436394e-17,5.588448421731577e-38,5.29773364813541e-58
364,364,0.0068030996,0.004839438,-2.8827347767313765e-17,6.786829181228087e-38,5.541272476392749e-57
365,365,0.006721015,0.0041627441,-2.904765266843095e-17,4.6385970429399353e-38,1.8749007985173065e-57
366,366,0.0057136639,0.0041191557,-2.940170331742858e-17,6.99404680859119e-38,-9.058067471281378e-59
367,367,0.0065538989,0.004042405,-2.926783391991149e-17,5.385301565996801e-38,-4.037933108651467e-58
368,368,0.0066026184,0.0043283019,-2.941404654688339e-17,4.4161660911904115e-38,-2.7891909510599445e-58
369,369,0.0062369182,0.0042948539,-2.9551941497295613e-17,4.5236222310184933e-38,-3.0658786128344043e-58
370,370,0.0067631131,0.0043063426,-2.94246953607762e-17,5.652857489618024e-38,-1.1154491091089e-57
371,371,0.006531832,0.0044393657,-2.945513992737893e-17,4.1122003445551125e-38,-1.558472324985705e-57
372,372,0.0069675313,0.0043094074,-2.9518378499921145e-17,5.488934011357317e-38,1.7972354940352053e-57
373,373,0.0073548642,0.0043848174,-2.954560211891863e-17,4.3054536321229675e-38,6.591852508932061e-58
374,374,0.0068429426,0.0048671369,-2.9589715276689665e-17,4.4705080190038103e-38,8.87001134068105e-58
375,375,0.0063131945,0.0047864674,-2.9834510037948386e-17,6.264202733066906e-38,6.596620493381256e-58
376,376,0.0066722978,0.0041388371,-2.986409694230811e-17,4.262986573164793e-38,-1.0747457498543939e-57
377,377,0.006416667,0.0043903886,-2.9970336698523074e-17,4.2496532668227024e-38,-3.694495720730371e-58
378,378,0.0065800238,0.0044908468,-3.0023986544154056e-17,5.841686396699513e-38,-5.282158440610178e-58
379,379,0.0055906337,0.0040888664,-3.049263144581871e-17,4.964298377694735e-38,-1.393727516938321e-57
380,380,0.0067479056,0.0044722747,-3.002736910942966e-17,4.2163454580036156e-38,1.1783770929412959e-58
381,381,0.0059647287,0.0047142719,-3.034026957046414e-17,6.919209348367917e-38,-1.8057783927433033e-57
382,382,0.006143895,0.0041991465,-3.0380684159382837e-17,4.704289401981927e-38,-2.154389838844429e-58
383,383,0.0064092239,0.0043963171,-3.0334215556533866e-17,3.747428631367975e-38,-1.0042317955263379e-57
384,384,0.0062777853,0.0044056075,-3.0434222781962726e-17,7.207381969333406e-38,8.252709672818572e-58
385,385,0.0063516313,0.004560603,-3.045043402611856e-17,4.159878939874553e-38,1.3727866865240122e-57
386,386,0.0060811977,0.0042099935,-3.077565524953733e-17,4.8055110230676e-38,-1.47230877455262e-57
387,387,0.0067798335,0.0043833981,-3.062790791437396e-17,6.511232612509495e-38,-1.5594322120878615e-57
388,388,0.0059667069,0.0038374047,-3.1018352134271744e-17,6.771314344469908e-38,2.535034215042173e-57
389,389,0.0063253175,0.0039714196,-3.086747391733625e-17,4.927979547975913e-38,-3.1028538554448743e-58
390,390,0.0058846424,0.0042377312,-3.1070205910050906e-17,5.237100597559596e-38,1.4321128449589055e-57
391,391,0.0056654815,0.0040230236,-3.127581444854768e-17,4.6196854957722723e-38,-6.374937334500684e-58
392,392,0.0057616075,0.0034892747,-3.136346184495208e-17,4.767473787114498e-38,-2.4988795859376535e-57
393,393,0.0059065117,0.0047839298,-3.1303056196646357e-17,5.322432695478255e-38,-1.8483793795687964e-57
394,394,0.0061377647,0.0041782212,-3.1332591386628895e-17,5.007686658781992e-38,8.698938563828786e-58
395,395,0.0064950676,0.0044394724,-3.1292666010949964e-17,3.810234475374852e-38,-1.6647023394631066e-58
396,396,0.006158457,0.0038519645,-3.142724846044321e-17,6.038433506336787e-38,-2.414952914807844e-57
397,397,0.0064608428,0.0043896587,-3.13944576299701e-17,6.667961133230364e-38,8.319094891628925e-57
398,398,0.006677927,0.0039738426,-3.1361496589917934e-17,7.260073482899301e-38,-9.441030968804864e-58
399,399,0.0063249176,0.0043979909,-3.1620768460574046e-17,5.594539625974945e-38,-1.745206016869806e-58
400,400,0.0057138301,0.0040215158,-3.1631295651420397e-17,5.193803403130472e-38,-2.719446816603666e-57
401,401,0.0066549907,0.0038332013,-3.175164571495687e-17,5.237590583069505e-38,2.127215713954634e-57
402,402,0.0057944419,0.0038747654,-3.2014314740001215e-17,6.591202582138436e-38,-3.072453213942352e-57
403,403,0.0063107007,0.0042365989,-3.177015400337741e-17,5.379024293162708e-38,-7.570989776775308e-58
404,404,0.0062491641,0.004325919,-3.2011206007779994e-17,5.619449306210738e-38,2.3003468910154433e-57
405,405,0.0066678718,0.0044582097,-3.193993554605031e-17,8.014649946863473e-38,7.289359522866529e-57
406,406,0.0061160202,0.0044530945,-3.213029336062017e-17,5.946390069255408e-38,-2.6550347557611157e-59
407,407,0.006174528,0.0039454389,-3.218433036985451e-17,5.639570430675371e-38,-1.2460971974146963e-57
408,408,0.0066888095,0.0044582329,-3.217777248058309e-17,4.289406430275263e-38,1.672276158625425e-58
409,409,0.0060283694,0.0038311609,-3.235182860714916e-17,5.856716892536054e-38,1.331242298072693e-57
410,410,0.0063419716,0.004018591,-3.234212313533934e-17,4.967411354398824e-38,-1.0891267492530382e-57
411,411,0.0063870844,0.0043416004,-3.2395009996185074e-17,5.227292633795574e-38,-2.90029519032733e-57
412,412,0.0061734737,0.0039456512,-3.267482353388026e-17,4.746389402251081e-38,-9.57161312152876e-58
413,413,0.0059289426,0.0042526394,-3.2749611918955574e-17,7.316657344892797e-38,7.486021120154722e-58
414,414,0.0057698167,0.0040012097,-3.2756762511285634e-17,4.868129519969961e-38,9.090706360508162e-58
415,415,0.0059458968,0.0038339729,-3.2825524882213157e-17,3.88329490442097e-38,-7.073069735767415e-58
416,416,0.0061496713,0.0041897195,-3.292989456421349e-17,7.633661172422621e-38,-5.624989652972756e-57
417,417,0.0060985535,0.003738469,-3.3088075698488415e-17,6.851366368454408e-38,2.6514144778319786e-57
418,418,0.0065066748,0.0044486675,-3.2982552920180566e-17,6.389309115180799e-38,-1.3801110555966924e-57
419,419,0.0061118902,0.0038440243,-3.3119742434246594e-17,6.358993194610969e-38,-4.8913313247704086e-58
420,420,0.0061661253,0.0040779474,-3.3196226204633155e-17,5.925748384785526e-38,-2.353481566921987e-57
421,421,0.0063244344,0.0039581405,-3.318244441625542e-17,6.363395788447094e-38,-1.4251559682289703e-57
422,422,0.0059179689,0.0039769441,-3.3473873722608744e-17,5.115894093543281e-38,-1.2630039051126867e-57
423,423,0.0053786538,0.0040917218,-3.368617968718738e-17,5.594892154129441e-38,1.589131572455837e-57
424,424,0.0064383787,0.003929031,-3.340382890673745e-17,4.341367228768577e-38,-5.343906961359176e-58
425,425,0.0055097393,0.004059332,-3.3753227023330346e-17,5.567582030329037e-38,-3.9906683142711334e-57
426,426,0.0058804404,0.0042883852,-3.352237547628845e-17,5.55462937932512e-38,-1.275140823977408e-57
427,427,0.0060508211,0.0040512967,-3.368242393368241e-17,4.231071976161547e-38,1.6044581187476638e-58
428,428,0.0058463506,0.0041277687,-3.3831578364106476e-17,6.037043111384024e-38,4.380003680584295e-58
429,429,0.0056669326,0.0036070476,-3.3965357359133815e-17,4.837073031875365e-38,1.5121022207445654e-58
430,430,0.0056644954,0.0039265691,-3.3995254775230073e-17,4.699604351260735e-38,-6.78246862083406e-58
431,431,0.0063359897,0.0043738116,-3.3843903532162395e-17,5.834145664093748e-38,-2.27594510779961e-57
432,432,0.0058168736,0.0037130261,-3.410474828323973e-17,7.927800675396484e-38,8.26328688812831e-58
433,433,0.0059122788,0.0040374863,-3.417252972455361e-17,8.543373799808459e-38,-4.755336280272016e-57
434,434,0.0061966365,0.0040343891,-3.421873379423626e-17,4.3607099868113445e-38,-1.0745652802663891e-57
435,435,0.0057605967,0.0040012929,-3.440942340298352e-17,4.93715103128638e-38,-7.110566815951988e-58
436,436,0.0061348598,0.0038940254,-3.43522787614859e-17,8.874700212780765e-38,-2.171343420924284e-57
437,437,0.0053448762,0.0038151862,-3.467902857688119e-17,7.416438136648409e-38,-3.776657874733182e-57
438,438,0.0059063959,0.0038524601,-3.4555342031177426e-17,5.466946000770009e-38,-1.484310970363557e-57
439,439,0.0061760345,0.0037777467,-3.463269694140247e-17,4.791029955592608e-38,2.6321728315020513e-58
440,440,0.0051330385,0.0036638255,-3.488280611967571e-17,5.18437244599164e-38,-6.535260718230363e-58
441,441,0.006074648,0.0044541225,-3.4625573218396765e-17,5.858767698569e-38,1.9014248071275894e-58
442,442,0.0056928103,0.0033025548,-3.4989745697570845e-17,5.282160474139871e-38,3.1580170198039338e-58
443,443,0.0053777999,0.0039303977,-3.5041723685737556e-17,6.040318476188776e-38,-9.429414536448922e-58
444,444,0.0059566589,0.0038132537,-3.500985363280363e-17,5.730311787860709e-38,-3.066930732953029e-57
445,445,0.0056598513,0.0036508668,-3.5092782445217676e-17,5.063491370314131e-38,2.1456242671143202e-58
446,446,0.0053746194,0.0036359971,-3.536332447654592e-17,8.739251233820654e-38,2.641873005886231e-57
447,447,0.0058660161,0.0045573725,-3.516538778673572e-17,5.556822701705418e-38,-2.2624534798432988e-57
448,448,0.0050883019,0.0038799152,-3.5575348596360343e-17,5.270341733754095e-38,-3.498061555692087e-58
449,449,0.0059542419,0.0035727743,-3.540457096830235e-17,5.267577053409721e-38,-1.1719028150329358e-57
450,450,0.0059468042,0.0035766004,-3.54219670277429e-17,4.730059827148048e-38,-1.2271899268735186e-57
451,451,0.0057195375,0.0039408653,-3.555289756235931e-17,6.403037084594259e-38,-9.745360890367081e-58
452,452,0.0051076276,0.0037181347,-3.583892437053355e-17,6.155973385500882e-38,-8.603248447997006e-58
453,453,0.0054564325,0.0038998954,-3.5709163047362604e-17,7.059175448918158e-38,1.5097685728695185e-57
454,454,0.0056634433,0.0036708141,-3.568456035929447e-17,4.74337764218009e-38,-1.734342567688305e-57
455,455,0.0058334114,0.0037578125,-3.598810435009862e-17,5.923792677568379e-38,2.9206989817963835e-57
456,456,0.0054459571,0.0035072347,-3.6018165089151077e-17,8.669052349498932e-38,-9.275494040782083e-57
457,457,0.0055760497,0.0037845771,-3.610609955379765e-17,8.229198666526662e-38,1.7556951297883977e-57
458,458,0.0052502562,0.0035415487,-3.613364402630211e-17,5.501971244305477e-38,2.2899136499064124e-57
459,459,0.0053179489,0.0035745943,-3.626395796488164e-17,9.604611139769668e-38,-1.6631358190936783e-57
460,460,0.0054449641,0.0035748993,-3.6287958309940154e-17,5.491812859928219e-38,1.6896480345216177e-57
461,461,0.0057201959,0.0034980104,-3.626770641379123e-17,6.725415348114687e-38,-3.034190414206991e-57
462,462,0.0052342732,0.003709682,-3.6448980914647986e-17,5.167953209459805e-38,-1.7768556206783217e-58
463,463,0.0055129613,0.0036419054,-3.6487851876302613e-17,7.783946475336223e-38,2.8342891377531653e-57
464,464,0.0053707898,0.0034416784,-3.6660541012290037e-17,5.432979300455078e-38,9.198145522791445e-58
465,465,0.0055394206,0.0037870343,-3.666921870064116e-17,9.379920219973833e-38,-1.1633495116287098e-56
466,466,0.005377815,0.0036462174,-3.666579727830584e-17,6.466966361827662e-38,1.3039327392343028e-58
467,467,0.0050017669,0.0034101563,-3.6882395130206134e-17,6.723365565498315e-38,3.1032016502108824e-57
468,468,0.0050339523,0.0033544183,-3.7064923571885696e-17,5.467479047675398e-38,7.030869111214033e-58
469,469,0.005316036,0.0036114001,-3.6946842084990425e-17,5.776771756628863e-38,-8.141902767115524e-59
470,470,0.005351481,0.0036343096,-3.720094165280314e-17,5.280566669750261e-38,-5.1297679661572015e-58
471,471,0.0055796851,0.0036955867,-3.7021530185202777e-17,5.452974430175472e-38,2.035831323066244e-58
472,472,0.0055309943,0.0038068108,-3.7161489880444986e-17,5.703964546645623e-38,-4.550796816448354e-57
473,473,0.0053490928,0.003740089,-3.7184029274389034e-17,4.3197177146888087e-38,8.827201370784895e-58
474,474,0.0053972623,0.0035361398,-3.7303838466132597e-17,6.445822871744795e-38,2.6438571908813393e-57
475,475,0.0051566702,0.0036643967,-3.760379741949885e-17,1.0388482985197245e-37,-2.680865170573824e-58
476,476,0.0048106653,0.0031093745,-3.7746771178381635e-17,8.154980000307378e-38,2.2939705092274912e-57
477,477,0.0054707912,0.0032614475,-3.760367968766105e-17,7.453411953112061e-38,2.7928140861260844e-57
478,478,0.005245814,0.0032192001,-3.7644623012895235e-17,6.936816586442583e-38,-3.7079285487082755e-57
479,479,0.0055239602,0.0034558054,-3.753645174111541e-17,7.967116912893104e-38,-3.6453657276865195e-57
480,480,0.0060751184,0.0037007717,-3.751964667658442e-17,5.364786042247708e-38,-1.7013242489679505e-57
481,481,0.0051927982,0.0032687906,-3.787961729687946e-17,6.950024781652172e-38,-2.812237244655126e-57
482,482,0.0049452755,0.0034723008,-3.817179926314121e-17,5.979454940577245e-38,-4.8685661583031917e-57
483,483,0.0047274403,0.0032054009,-3.8208261941347166e-17,5.289978160455205e-38,1.668078415311853e-57
484,484,0.0051827824,0.0034611534,-3.808105870712263e-17,6.232980954531417e-38,2.130497938082845e-58
485,485,0.0048848404,0.0035426497,-3.8231564309064494e-17,5.756879326673674e-38,3.6508452429982685e-57
486,486,0.0053079061,0.0037180209,-3.825243933369012e-17,5.80410535465887e-38,2.4587269705469324e-57
487,487,0.0050732495,0.0034657294,-3.842139314450304e-17,5.707382684519983e-38,-1.2387431501040367e-57
488,488,0.0051347272,0.0032709022,-3.844075556010578e-17,6.26644259754354e-38,-2.1989422065696756e-57
489,489,0.0052100717,0.0034540606,-3.8474738022782014e-17,6.1396551548771e-38,-1.8232232702071265e-57
490,490,0.0048086427,0.0030653443,-3.882137906976668e-17,8.184428397439249e-38,-3.324125085916747e-57
491,491,0.0054381982,0.0036141427,-3.8601813514791305e-17,8.914408388343253e-38,-1.0511229525045862e-56
492,492,0.005194556,0.0034209436,-3.8716831602374904e-17,5.416648794802284e-38,-1.0023631992712118e-57
493,493,0.0052005134,0.0036680603,-3.8787508055793784e-17,6.644222653889102e-38,1.3480733818669585e-58
494,494,0.0048575044,0.0032449551,-3.90239960834941e-17,6.049823296946534e-38,-1.9327280591290267e-58
495,495,0.0051085526,0.0031540516,-3.9165211306651476e-17,7.932143761191169e-38,4.041259209817469e-57
496,496,0.0048404846,0.0033079577,-3.917734887646762e-17,7.578236571497825e-38,-2.5041595519328007e-57
497,497,0.0049950599,0.0037693228,-3.912659364997991e-17,6.376943957292229e-38,-2.078816967055218e-57
498,498,0.0050030339,0.0032891742,-3.923669037949612e-17,4.991358793358878e-38,4.920958979371615e-58
499,499,0.0048173228,0.0034712774,-3.9395525139183187e-17,8.292051666040067e-38,-8.951433355267956e-57
500,500,0.0050928886,0.0031334538,-3.94377921810405e-17,6.688035179010141e-38,-4.5261917867871915e-57
501,501,0.0045283577,0.0033928852,-3.954728881365806e-17,7.243100812793162e-38,-1.1444422277312065e-57
502,502,0.0053598537,0.003600147,-3.9474456670218965e-17,7.587042582586875e-38,-9.524151867975765e-57
503,503,0.0047663406,0.003693532,-3.9609015199940965e-17,6.707853018970209e-38,2.2177489406228128e-58
504,504,0.0054137104,0.0031040812,-3.9501839384656393e-17,5.916595590198563e-38,-4.755170392984046e-59
505,505,0.0049283359,0.003348382,-3.9742382986519593e-17,6.033926997957482e-38,-2.284965797646989e-57
506,506,0.0053707527,0.0035378004,-3.969882197132853e-17,6.583101205155634e-38,-5.230059097256552e-57
507,507,0.0054383014,0.003457756,-3.9831249261444374e-17,8.260858693493518e-38,-5.4668352625708e-57
508,508,0.0050182539,0.0032928263,-4.000290668883007e-17,8.552305681351773e-38,2.045548592855049e-57
509,509,0.0051762484,0.0036790503,-4.004191928751958e-17,5.870041022545626e-38,2.224391272321073e-58
510,510,0.0054277144,0.0032920734,-4.0052715871335576e-17,5.89817092171911e-38,-2.61743324580916e-57
511,511,0.0053070319,0.0034332183,-4.0135147480629794e-17,8.516031447409197e-38,2.1661684590315384e-57
512,512,0.0052985162,0.003542817,-4.015570513377339e-17,5.874307812804848e-38,9.059740911469612e-58
513,513,0.0052072534,0.0032176101,-4.028910551466097e-17,7.510767288394536e-38,5.840231571541627e-58
514,514,0.0051740287,0.0031077505,-4.0488371536179086e-17,6.555394502600068e-38,-6.682941373674447e-58
515,515,0.0057539759,0.003012545,-4.0259112996211443e-17,4.825440110576659e-38,-9.551078017685348e-58
516,516,0.0047542965,0.0035156989,-4.057682387504299e-17,9.790990722311543e-38,2.53494615034191e-57
517,517,0.0050485732,0.0033014132,-4.0686732868652874e-17,5.881540559713914e-38,-1.8305421820252772e-57
